,open,high,low,close
2018-03-12,1.231375,1.234565,1.22906,1.233375
2018-03-13,1.233825,1.24074,1.23145,1.238965
2018-03-14,1.239225,1.241255,1.234725,1.23675
2018-03-15,1.236625,1.238375,1.23003,1.23045
2018-03-16,1.23055,1.233625,1.226025,1.22894
2018-03-19,1.2287,1.235885,1.225815,1.23355
2018-03-20,1.233575,1.235475,1.223975,1.22415
2018-03-21,1.22425,1.234995,1.224195,1.233815
2018-03-22,1.234025,1.23886,1.228535,1.230215
2018-03-23,1.230675,1.237345,1.23035,1.23537
2018-03-26,1.2355,1.246165,1.235185,1.244415
2018-03-27,1.2447,1.247655,1.237245,1.24027
2018-03-28,1.240575,1.242175,1.230015,1.230835
2018-03-29,1.230775,1.233545,1.22839,1.230045
2018-03-30,1.230425,1.233105,1.229125,1.232425
2018-04-02,1.231755,1.234505,1.22816,1.23021
2018-04-03,1.230425,1.233615,1.22537,1.227115
2018-04-04,1.22695,1.231475,1.225705,1.227825
2018-04-05,1.22815,1.22903,1.22184,1.224045
2018-04-06,1.223825,1.22909,1.221515,1.228075
2018-04-09,1.22795,1.233105,1.22604,1.232125
2018-04-10,1.23217,1.23776,1.23029,1.235585
2018-04-11,1.235475,1.23967,1.234705,1.23671
2018-04-12,1.23688,1.23798,1.22994,1.232655
2018-04-13,1.23275,1.234595,1.23071,1.23305
2018-04-16,1.232795,1.239465,1.23241,1.237955
2018-04-17,1.23805,1.24138,1.233625,1.23697
2018-04-18,1.237125,1.239725,1.23416,1.237405
2018-04-19,1.2378,1.24003,1.23292,1.23454
2018-04-20,1.234825,1.235295,1.224995,1.2288
2018-04-23,1.228575,1.22897,1.219755,1.22088
2018-04-24,1.22085,1.224495,1.218175,1.223245
2018-04-25,1.223325,1.22389,1.216025,1.21609
2018-04-26,1.216025,1.22099,1.20964,1.21033
2018-04-27,1.210575,1.21329,1.205535,1.21309
2018-04-30,1.21255,1.21388,1.206435,1.207735
2018-05-01,1.2078,1.20843,1.198145,1.19929
2018-05-02,1.19935,1.203175,1.193805,1.1951
2018-05-03,1.1951,1.200885,1.194775,1.19889
2018-05-04,1.199025,1.19956,1.191055,1.196285
2018-05-07,1.195975,1.19781,1.189745,1.192275
2018-05-08,1.192525,1.193895,1.183805,1.18648
2018-05-09,1.18645,1.1897,1.182275,1.18506
2018-05-10,1.18507,1.194655,1.184305,1.191535
2018-05-11,1.1918,1.1968,1.189125,1.19389
2018-05-14,1.19465,1.19962,1.19263,1.1927
2018-05-15,1.1924,1.193845,1.182025,1.183765
2018-05-16,1.184275,1.185435,1.176355,1.180755
2018-05-17,1.18117,1.18376,1.177645,1.179455
2018-05-18,1.17973,1.182225,1.17499,1.177025
2018-05-21,1.176775,1.179555,1.171655,1.17916
2018-05-22,1.179075,1.18298,1.175655,1.177875
2018-05-23,1.17785,1.17897,1.16759,1.16962
2018-05-24,1.170275,1.175045,1.16908,1.17195
2018-05-25,1.17227,1.173365,1.164575,1.16519
2018-05-28,1.1682,1.172845,1.16074,1.16246
2018-05-29,1.16215,1.16397,1.151005,1.153975
2018-05-30,1.1536,1.16762,1.151865,1.16653
2018-05-31,1.166525,1.172445,1.164115,1.16937
2018-06-01,1.169375,1.17181,1.16171,1.16599
2018-06-04,1.166325,1.17446,1.166025,1.16986
2018-06-05,1.16985,1.17323,1.16527,1.17177
2018-06-06,1.171645,1.17957,1.171375,1.177395
2018-06-07,1.177725,1.183995,1.177305,1.17995
2018-06-08,1.179795,1.181045,1.17271,1.176885
2018-06-11,1.177375,1.182075,1.177025,1.178395
2018-06-12,1.17835,1.18092,1.173315,1.1745
2018-06-13,1.17465,1.1801,1.172545,1.17914
2018-06-14,1.179025,1.185185,1.156315,1.15679
2018-06-15,1.15691,1.162715,1.154335,1.16075
2018-06-18,1.159775,1.16244,1.15654,1.16227
2018-06-19,1.16204,1.16446,1.153075,1.158975
2018-06-20,1.159025,1.159995,1.153695,1.15711
2018-06-21,1.15752,1.16337,1.150795,1.16036
2018-06-22,1.160675,1.167495,1.160075,1.165605
2018-06-25,1.16615,1.17131,1.16286,1.17041
2018-06-26,1.170475,1.172055,1.163485,1.16474
2018-06-27,1.164775,1.167215,1.15407,1.155395
2018-06-28,1.156025,1.160075,1.15273,1.156885
2018-06-29,1.15685,1.169045,1.15584,1.16868
2018-07-02,1.168,1.168255,1.159135,1.16394
2018-07-03,1.163975,1.167325,1.16206,1.16575
2018-07-04,1.165775,1.168185,1.163065,1.165635
2018-07-05,1.165725,1.172035,1.16499,1.16906
2018-07-06,1.169045,1.176795,1.16801,1.174575
2018-07-09,1.17435,1.179075,1.17328,1.17509
2018-07-10,1.175125,1.176275,1.169035,1.17445
2018-07-11,1.17405,1.175845,1.16654,1.167315
2018-07-12,1.16735,1.169575,1.164985,1.167105
2018-07-13,1.1669,1.16875,1.1613,1.16844
2018-07-16,1.168895,1.17254,1.16757,1.171145
2018-07-17,1.1713,1.17447,1.164935,1.166125
2018-07-18,1.1659,1.166495,1.16021,1.16384
2018-07-19,1.164075,1.167885,1.157505,1.164175
2018-07-20,1.1643,1.173895,1.16264,1.172295
2018-07-23,1.172645,1.17503,1.168375,1.16918
2018-07-24,1.169,1.1717,1.165475,1.168585
2018-07-25,1.16812,1.173875,1.16639,1.17287
2018-07-26,1.17315,1.17437,1.164025,1.164285
2018-07-27,1.164175,1.16644,1.16205,1.16575
2018-07-30,1.165925,1.171885,1.164815,1.170645
2018-07-31,1.170775,1.174605,1.168425,1.169135
2018-08-01,1.16935,1.169975,1.165725,1.165965
2018-08-02,1.166125,1.16677,1.158205,1.158445
2018-08-03,1.158495,1.16106,1.156025,1.156775
2018-08-06,1.157125,1.1572,1.153005,1.155365
2018-08-07,1.1553,1.160825,1.15507,1.159875
2018-08-08,1.16,1.16283,1.15732,1.161015
2018-08-09,1.16116,1.16194,1.152595,1.15271
2018-08-10,1.15282,1.15366,1.138825,1.14137
2018-08-13,1.13765,1.1433,1.13651,1.141025
2018-08-14,1.141075,1.142955,1.133015,1.13442
2018-08-15,1.1344,1.135495,1.130105,1.13452
2018-08-16,1.13513,1.14093,1.133585,1.13768
2018-08-17,1.137675,1.14449,1.136655,1.14385
2018-08-20,1.143975,1.148505,1.139445,1.14818
2018-08-21,1.148625,1.16013,1.14839,1.157045
2018-08-22,1.157025,1.162295,1.155325,1.159665
2018-08-23,1.1597,1.15998,1.153005,1.15417
2018-08-24,1.1543,1.163995,1.15349,1.162255
2018-08-27,1.162175,1.169375,1.15946,1.1678
2018-08-28,1.16804,1.173365,1.166265,1.169475
2018-08-29,1.16943,1.170995,1.165185,1.170745
2018-08-30,1.170805,1.17183,1.164165,1.16709
2018-08-31,1.166825,1.169025,1.158465,1.160175
2018-09-03,1.159675,1.16279,1.15891,1.161895
2018-09-04,1.161775,1.16179,1.153015,1.158165
2018-09-05,1.15815,1.164045,1.154265,1.16301
2018-09-06,1.16335,1.165935,1.160555,1.16234
2018-09-07,1.16213,1.164945,1.155065,1.155375
2018-09-10,1.155245,1.161645,1.152605,1.15938
2018-09-11,1.159725,1.164435,1.156555,1.160585
2018-09-12,1.1603,1.16498,1.15702,1.162635
2018-09-13,1.163175,1.170105,1.160915,1.169015
2018-09-14,1.169125,1.172165,1.16208,1.162535
2018-09-17,1.162925,1.169825,1.161775,1.16832
2018-09-18,1.168525,1.172445,1.165225,1.16676
2018-09-19,1.166805,1.171495,1.165025,1.167265
2018-09-20,1.167725,1.178465,1.16691,1.177675
2018-09-21,1.17745,1.180285,1.17328,1.175015
2018-09-24,1.174675,1.18153,1.172415,1.17478
2018-09-25,1.175,1.179275,1.173095,1.17667
2018-09-26,1.17692,1.179795,1.172605,1.174025
2018-09-27,1.174775,1.175715,1.1639,1.164065
2018-09-28,1.164175,1.165135,1.156975,1.1603
2018-10-01,1.161025,1.162485,1.156365,1.157825
2018-10-02,1.157875,1.158025,1.150525,1.15463
2018-10-03,1.15465,1.15937,1.146435,1.147795
2018-10-04,1.147325,1.15428,1.14635,1.15143
2018-10-05,1.15105,1.154985,1.1484,1.152005
2018-10-08,1.1526,1.153065,1.146005,1.14914
2018-10-09,1.14956,1.150335,1.143225,1.149055
2018-10-10,1.149225,1.154535,1.14799,1.152015
2018-10-11,1.152975,1.159945,1.15209,1.159355
2018-10-12,1.15938,1.161055,1.153405,1.15588
2018-10-15,1.154775,1.160625,1.15431,1.157955
2018-10-16,1.158025,1.162145,1.156605,1.15741
2018-10-17,1.157325,1.158055,1.149575,1.150065
2018-10-18,1.150175,1.152735,1.14493,1.14531
2018-10-19,1.145325,1.153475,1.143305,1.15143
2018-10-22,1.1516,1.155025,1.145585,1.14646
2018-10-23,1.146725,1.14936,1.143935,1.147025
2018-10-24,1.147155,1.147675,1.13789,1.139195
2018-10-25,1.139655,1.143275,1.135625,1.13751
2018-10-26,1.137475,1.142115,1.13358,1.140255
